Link/DOI,Publication Date,Title,Authors,Abstract
10.3386/w32198,2024-03-04 00:00:00,Uncertainty or Frictions? A Quantitative Model of Scarce Safe Assets,"Cosmin L. Ilut, Pavel Krivenko, Martin Schneider","Why did the real interest rate decline and the equity premium increase over the last 30 years? This paper assesses the role of uncertainty and credit market frictions. We quantify a model with heterogeneous households using data on asset prices and macro aggregates, as well as on households' debt and equity positions. We find that compensation for both uncertainty and frictions is reflected in asset prices. Moreover, a secular increase in frictions is important to understand jointly the decline in real rate and the relative scarcity of debt. Modeling uncertainty as ambiguity allows for tractable characterization of asset premia and precautionary savings effects in steady state."
10.3386/w32196,2024-03-04 00:00:00,Long Term Care Risk for Couples and Singles,"Elena Capatina, Gary Hansen, Minchung Hsu","This paper compares the impact of long term care (LTC) risk on single and married households and studies the roles played by informal care (IC), consumption sharing within households, and Medicaid in insuring this risk. We develop a life-cycle model where individuals face survival and health risk, including the possibility of becoming highly disabled and needing LTC. Households are heterogeneous in various important dimensions including education, productivity, and the age difference between spouses. Health evolves stochastically. Agents make consumption-savings decisions in a framework featuring an LTC state-dependent utility function. We find that household expenditures increase significantly when LTC becomes necessary, but married individuals are well insured against LTC risk due to IC. However, they still hold considerable assets due to the concern for the spouse who might become a widow/widower and can expect much higher LTC costs. IC significantly reduces precautionary savings for middle and high income groups, but interestingly, it encourages asset accumulation among low income groups because it reduces the probability of means-tested Medicaid LTC."
10.3386/w32195,2024-03-04 00:00:00,Temperature Extremes Impact Mortality and Morbidity Differently,"Carlos F. Gould, Sam Heft-Neal, Alexandra K. Heaney, Eran Bendavid, Christopher W. Callahan, Mathew Kiang, Joshua S. Graff Zivin, Marshall Burke","Increased temperature-related mortality is predicted to be one of the largest contributors to future economic damages from climate change globally, with declines in cold-related deaths in some regions outweighed by increases in heat-related deaths in others. Changes in temperature could also affect non-fatal health outcomes, whose aggregate societal burden is large, yet much less is known about how temperature affects the overall level and distribution of morbidity. Using georeferenced data on emergency department visits, mortality, and daily temperatures across California from 2006-2017, we show that the effect of temperature on mortality differs substantially from its effect on ED visits: mortality increases under extreme heat and cold, whereas ED visits increase under extreme heat but decline under extreme cold. These differential responses fundamentally shape the burden of future climate change: we predict that mortality in California will decrease by 0.32% due to changes in temperatures by mid-century, with declining cold deaths outweighing increasing heat deaths, but that ED visits will increase by 0.46% over the same period in the state, representing a total of 1.9 million excess visits. Our findings suggest that projected impacts of future warming on mortality, including benefits in many areas, might be a poor guide for morbidity impacts."
10.3386/w32223,2024-03-11 00:00:00,The Causal Effect of Parents’ Education on Children’s Earnings,"Sang Yoon (Tim) Lee, Nicolas A. Roys, Ananth Seshadri","We present a model of endogenous schooling and earnings to isolate the causal effect of parents’ education on children’s education and earnings outcomes. The model suggests that parents’ education is positively related to children’s earnings, but its relationship with children’s education is ambiguous. Identification is achieved by comparing the earnings of children with the same length of schooling, whose parents have different lengths of schooling. The model also features heterogeneous preferences for schooling, and is estimated using HRS data. The empirically observed positive OLS coefficient obtained by regressing children’s schooling on parents’ schooling is mainly accounted for by the correlation between parents’ schooling and children’s unobserved preferences for schooling. This is countered by a negative, structural relationship between parents’ and children’s schooling choices, resulting in an IV coefficient close to zero when exogenously increasing parents’ schooling. Nonetheless, an exogenous one-year increase in parents’ schooling increases children’s lifetime earnings by 1.2 percent on average."
10.3386/w32197,2024-03-04 00:00:00,Climate Change Economics over Time and Space,"Klaus Desmet, Esteban Rossi-Hansberg","With average temperature ranging from -20°C at the North Pole to 30°C at the Equator and with global warming expected to reach 1.4°C to 4.5°C by the year 2100, it is clear that climate change will have vastly different effects across the globe. Given the abundance of land in northern latitudes, if population and economic activity could freely move across space, the economic cost of global warming would be greatly reduced. But spatial frictions are real: migrants face barriers, trade and transportation are costly, physical infrastructure is not footloose, and knowledge embedded in clusters of economic activity diffuses only imperfectly. Thus, the economic cost of climate change is intimately connected to these spatial frictions. Building on earlier integrated assessment models that largely ignored space, in the past decade there has been significant progress in developing dynamic spatial integrated assessment models (S-IAMs) aimed at providing a more realistic evaluation of the economic cost of climate change, both locally and globally. This review article discusses this progress and provides a guide for future work in this area."
10.3386/w32186,2024-03-04 00:00:00,Friends with Benefits: Social Capital and Household Financial Behavior,"Brad Cannon, David Hirshleifer, Joshua Thornton","Using friendship data from Facebook, we study the effects of three aspects of social capital on household financial behavior. We find that the most important measure of social capital in explaining stock market and saving participation is Economic Connectedness, defined as the fraction of one’s social network with high socioeconomic status. One standard-deviation greater Economic Connectedness is associated with 2.9% greater stock market participation and 5.0% greater saving participation. Compared to Cohesiveness or Civic Engagement, Economic Connectedness explains more than 6 times the variation in stock market participation and more than 4 times the variation in saving participation. Using data on nonlocal friendships, we provide evidence supporting a causal link between household financial behavior and the income of one's friends. Furthermore, we provide evidence that greater opportunities for social interaction with wealthy individuals is associated with increased stock market and saving participation."
10.3386/w32192,2024-03-04 00:00:00,Innovation: The Bright Side of Common Ownership?,"Miguel Antón, Florian Ederer, Mireia Giné, Martin C. Schmalz","Firms have inefficiently low incentives to innovate when other firms benefit from their inventions and the innovating firm therefore does not capture the full surplus of its innovations. We show that common ownership of firms mitigates this impediment to corporate innovation. By contrast, without technological spillovers, innovation has the effect of stealing market share from rivals; in that case, more common ownership reduces innovation. Empirically,  the association between common ownership and innovation inputs and outputs decreases with product market proximity and increases with technology proximity. The sign and magnitude of the overall relationship between common ownership and corporate innovation thus varies considerably across the universe of firms depending on their relative proximity in technology and product market space. These results persist if we use only variation from BlackRock's acquisition of BGI. Our results inform the debate about the welfare effects of increasing common ownership among U.S. corporations."
10.3386/w32184,2024-03-04 00:00:00,Finance in a Time of Disruptive Growth,"Nicolae B. Gârleanu, Stavros Panageas","We propose a unified theory of asset price determination encompassing both “conventional” and “alternative” asset classes (private equity, real estate, etc.). The model features disruption of old by young firms and skewness in the distribution of innovative rents among the young innovators. The relative size of asset classes, the dynamics of rich investors’ wealth, and the returns of the various asset classes are jointly determined in equilibrium. Besides explaining the observed patterns of returns across asset classes, we analyze the theoretical properties of the most widely used performance-evaluation measure for alternative investments. We also provide connections between the growth of alternative investments, the dispersion of returns across investors, and the turnover inside the ranks of wealthy individuals."
10.3386/w32194,2024-03-04 00:00:00,What Drives Inflation? Lessons from Disaggregated Price Data,Elisa Rubbo,"The Covid pandemic disrupted supply chains and labor markets, with heterogeneous effects on demand and supply across industries. Meanwhile governments responded with unprecedented stimulus packages, and inflation increased to its highest values in 40 years. In this paper I investigate the contribution of aggregate monetary and fiscal policies to inflation, compared to industry-specific disruptions. I argue that, in an economy where multiple industries and primary factors have heterogeneous supply curves, industry-specific shocks to inelastically supplied goods increase aggregate inflation through a cost-push shock. Moreover industry-specific and aggregate shocks have different effects on relative prices, which allows me to identify their respective contribution to aggregate inflation. For US consumer prices, I find that deflation and subsequent inflation in 2020 were due to industry-specific shocks, while since 2021 inflation is primarily driven by aggregate factors."
10.3386/w32203,2024-03-04 00:00:00,"Inequality Within Countries is Falling: Underreporting-Robust Estimates of World Poverty, Inequality and the Global Distribution of Income","Maxim Pinkovskiy, Xavier Sala-i-Martin, Kasey Chatterji-Len, William H. Nober","Household surveys suffer from persistent and growing underreporting. We propose a novel procedure to adjust reported survey incomes for underreporting by estimating a model of misreporting whose main parameter of interest is the elasticity of regional national accounts income to regional survey income, which is closely related to the elasticity of underreporting with respect to income. We find this elasticity to be substantial but roughly constant over time, implying a large but relatively constant correction to survey-derived inequality estimates. Underreporting of income by the bottom 50% of the world income distribution has become particularly important in recent decades. We reconfirm the findings of the literature that global poverty and inequality have declined dramatically between 1980 and 2019. Finally, we find that within-country inequality is falling on average, and has been largely constant since the 1990s."
10.3386/w32204,2024-03-04 00:00:00,The Multigenerational Impact of Children and Childcare Policies,"Sencer Karademir, Jean-William P. Laliberté, Stefan Staubli","This paper examines the multigenerational impact of children and whether the public provision of formal childcare lessens the earnings and employment impacts of children. We find that the arrival of a firstborn reduces employment and earnings of mothers and employment of grandmothers. Studying a universal childcare program in Quebec, we find formal childcare increases the employment rates of mothers, as well as that of grandmothers to a lesser extent. Examining heterogeneity of the program's impact across Census Divisions, we find a negative correlation between the positive effects on mothers' employment and the pre-policy supply of informal childcare by grandmothers."
10.3386/w32185,2024-03-04 00:00:00,Optimal Urban Transportation Policy: Evidence from Chicago,"Milena Almagro, Felipe Barbieri, Juan Camilo Castillo, Nathaniel G. Hickok, Tobias Salz","We characterize optimal urban transportation policies in the presence of congestion and environmental externalities and evaluate their welfare and distributional effects. We present a framework of a municipal government that implements different transportation equilibria through its choice of public transit policies—prices and frequencies—as well as road pricing. The government faces a budget constraint that introduces monopoly-like distortions. We apply this framework to Chicago, for which we construct a new dataset that comprehensively captures transportation choices. We find that road pricing alone leads to large welfare gains by reducing externalities, but at the expense of consumers (travelers), whose surplus falls even if road pricing revenues are fully rebated. The largest losses are borne by middle income consumers, who are most reliant on cars. We find that the optimal price of public transit is close to zero and goes along with a reduction in the frequency of buses and an increase in the frequency of trains. Combining these transit policies with road pricing eliminates budget constraints. This allows the government to implement higher transit frequencies and even lower prices, in which case consumer surplus increases after rebates."
10.3386/w32201,2024-03-04 00:00:00,Is There Information in Corporate Acquisition Plans?,"Sinan Gokkaya, Xi Liu, René M. Stulz","For many firms, the acquisition process begins with the development of an acquisition plan that is communicated to investors. We construct a comprehensive sample of acquisition plans to provide novel perspectives on the acquisition process and find that acquisition plans are informative to investors and incrementally predict subsequent acquisition activity. These results are more pronounced for firms announcing their commitment to acquisitions from an internal pipeline. Acquisition plans improve acquisition performance due to learning from market feedback and alleviate acquisition-related market uncertainty. Communication of acquisition plans does not increase takeover premiums but is less common in more competitive industries."
10.3386/w32202,2024-03-04 00:00:00,Globalization and Profitability of US Firms: The Role of Intangibles,"Bullipe R. Chintha, Ravi Jagannathan, Sri S. Sridhar","China's admission into the WTO in 2001 heralded a new era of globalization, increasing both import competition in domestic markets and foreign opportunities for US firms. In the aggregate, the average annual profitability of US public firms during the post globalization period (2003-2019) increased by 11.5% of the corresponding pre-globalization period (1984-2002) profitability. This increase in overall aggregate profitability was primarily driven by foreign profitability increasing by 47.4% for firms in the S&P 500 index, which are larger and have more intangible assets created by R&D and SG&A expenditures. In contrast, following globalization, the average aggregate domestic profitability of US firms remained flat, and firms employed more capital to generate sales. Firms with higher intangible assets benefited more from globalization."
10.3386/w32212,2024-03-11 00:00:00,Persistent Effects of Social Program Participation on the Third Generation,"Gordon B. Dahl, Anne Gielen","Can participation in safety net programs have long-lasting negative effects across multiple generations? Prior work shows a 1993 Dutch disability insurance reform which tightened requirements and lowered benefits for participants resulted in better outcomes for their children. We study the third generation, finding that grandchildren of individuals whose DI eligibility and benefits were reduced are less likely to be born premature, have low birthweight, or experience complicated deliveries. They also have better health and schooling outcomes during early childhood. These early-life improvements are consequential, as they have been linked to better health, education, and labor market outcomes in adulthood."
10.3386/w32217,2024-03-11 00:00:00,The Feasibility of Using Bayh-Dole March-In Rights to Lower Drug Prices: An Update,"Lisa Larrimore Ouellette, Bhaven N. Sampat","In December 2023, the Biden-Harris Administration released a proposed framework for exercising government “march-in” rights on high-priced taxpayer-funded drugs. While both proponents and critics of the new rules view them as having broad scope, march-in rights can be exercised only on patents that result from federally funded research, and they can enable generic entry only if all patents on a drug were public-sector patents. In this paper, we examine the feasibility of using march-in rights to lower pharmaceutical prices by examining patents on drugs approved by the U.S. Food and Drug Administration (FDA) from 1985 to 2022. Our primary analyses focus on the 883 new molecular entities with at least one patent listed in the FDA’s Orange Book since 1985. While 9 percent of these drugs have a public-sector patent, only 2.5 percent have only public-sector patents. While the new march-in rules could be a tool to lower prices for a few drugs, their overall impact on prices or expenditures will likely be limited. In addition to the updated analyses, we provide links to the data used in the analyses."
10.3386/w32188,2024-03-04 00:00:00,International Trade and Macroeconomic Dynamics with Sanctions,"Fabio Ghironi, Daisoon Kim, G. Kemal Ozhan","We study international trade and macroeconomic dynamics triggered by the imposition of sanctions. We begin with a tractable two-country model where Home and Foreign countries have comparative advantages in production of differentiated consumption goods and a commodity (e.g., gas), respectively. Home imposes sanctions on Foreign. Financial sanctions exclude a fraction of Foreign agents from the international bond market. Gas sanctions take the form of a ban on gas trade, equivalent to an appropriate price cap in our model. Differentiated goods trade sanctions exclude a fraction of Foreign and Home exporters from international trade. All sanctions lead to resource reallocation in both economies. Exchange rate movements reflect the direction of reallocation and the type of sanctions imposed rather than the success of the sanctions. Welfare analysis shows that gas sanctions are more costly for Home, while differentiated consumption goods trade sanctions are more costly for Foreign. A third country that refrains from joining the sanctions mitigates welfare losses in Foreign, but refraining from joining the sanctions is beneficial for the third country. These findings highlight the importance and the difficulty of international coordination when imposing sanctions."
10.3386/w32128,2024-02-12 00:00:00,The Role of International Financial Integration in Monetary Policy Transmission,"Jing Cynthia Wu, Yinxi Xie, Ji Zhang","Motivated by empirical evidence, we propose an open-economy New Keynesian model with financial integration that allows financial intermediaries to hold foreign long-term bonds. We find financial integration features an amplification for a domestic monetary policy shock and a negative spillover for a foreign shock. These results hold for conventional and unconventional monetary policies. Among various aspects of financial integration, the bond duration plays a major role, and our results cannot be replicated by a standard model of perfect risk sharing between households. Finally, we observe an important interaction between financial integration and trade openness, and demonstrate trade alone does not have an economically meaningful impact on monetary policy transmission."
10.3386/w32130,2024-02-12 00:00:00,Declining Responsiveness at the Establishment Level: Sources and Productivity Implications,"Russell Cooper, John C. Haltiwanger, Jonathan Willis","This paper studies competing sources of declining dynamism.  Evidence shows that an important component of this decline is accounted for by the reduction in the response of employment to shocks in US establishments.  Using a plant level dynamic optimization problem as a framework for analysis, four potential reasons for this decline are studied: (i) a change in exogenous processes for profits, (ii) an increase in impatience, (iii) increased market power and (iv) increasing adjustment costs. We identify and quantity the contribution of each of these factors building on  a simulated method of moments estimation of our structural model.  Our results indicate that the reduction in responsiveness largely reflects increased costs of employment adjustment. Changes in market power, as captured by changes in the curvature of the revenue, function play a minimal role.  But, in the presence of rising adjustment costs, measured sales-weighted markups using the recently popular indirect production approach rise substantially, along with rising dispersion and skewness of such measured markups."
10.3386/w32183,2024-03-04 00:00:00,Venture Debt,Adair Morse,"The provision of venture debt financing to growth-oriented startups which are backed by venture capital (VC) equity has been a bit of a puzzle given the lack of positive cash flows or traditional collateral of such startups. This short paper lays out the hurdles for debt to overcome to be a viable source of finance and casts the three types of venture debt – patent loans, venture leverage, and bridge loans – as solutions to such hurdles, casting the literature in terms of financial innovation. Finally, the paper addresses the risks implied by venture debt and discusses whether the demise of Silicon Valley Bank speaks to whether innovation ecosystem risk transmutes to the financial system through debt and the extent to which innovation ecosystem risk remains unstudied."
10.3386/w32127,2024-02-12 00:00:00,The Role of Non-Pecuniary Considerations: Location Decisions of College Graduates from Low Income Backgrounds,"Yifan Gong, Todd R. Stinebrickner, Ralph Stinebrickner, Yuxi Yao","We examine the initial post-college geographic location decisions of students from hometowns in the Appalachian region that often lack substantial high-skilled job opportunities, focusing on the role of non-pecuniary considerations. Novel survey questions in the spirit of the contingent valuation approach allow us to measure the full non-pecuniary benefits of each relevant geographic location, in dollar equivalents. A new specification test is designed and implemented to provide evidence about the quality of these non-pecuniary measures. Supplementing perceived location choice probabilities and expectations about pecuniary factors with our new non-pecuniary measures allows us to estimate a stylized model of location choice and obtain a comprehensive understanding of the importance of pecuniary and non-pecuniary factors. We also combine the non-pecuniary measures with realized location and earnings outcomes to characterize inequality in overall welfare."
10.3386/w32180,2024-03-04 00:00:00,Tax Policy and Investment in a Global Economy,"Gabriel Chodorow-Reich, Matthew Smith, Owen M. Zidar, Eric Zwick","We evaluate the 2017 Tax Cuts and Jobs Act. Combining reduced-form estimates from tax data with a global investment model, we estimate responses, identify parameters, and conduct counterfactuals. Domestic investment of firms with the mean tax change increases 20% versus a no-change baseline. Due to novel foreign incentives, foreign capital of U.S. multinationals rises substantially. These incentives also boost domestic investment, indicating complementarity between domestic and foreign capital. In the model, the long-run effect on domestic capital in general equilibrium is 7% and the tax revenue feedback from growth offsets only 2p.p. of the direct cost of 41% of pre-TCJA corporate revenue."
10.3386/w32179,2024-03-04 00:00:00,Do For-Profit Hospitals Cream-Skim Patients? Evidence from Inpatient Psychiatric Care in California,"Donghoon Lee, Anirban Basu, Jerome A. Dugan, Pinar Karaca-Mandic","The paper examines whether, among inpatient psychiatric admissions in California, for-profit (FP) hospitals engage in cream skimming, i.e., choosing patients for some characteristic(s) other than their need for care, which enhances the profitability of the provider. We propose a novel approach to identify cream skimming using cost outcomes. Naïve treatment effect estimates of hospital ownership type consist of the impact of differential patient case mix (selection) and hospital cost containment strategies (execution). In contrast, an instrumental variable (IV) approach can control for case mix and establish the causal effects of ownership type due to its execution. We interpret the difference in naïve and IV treatment effects to be driven by FP hospitals’ selection (cream skimming) based on unobserved patient case mix. We find that FP hospitals are more likely to treat high-cost patients than not-for-profit (NFP) hospitals, showing no evidence that FP hospitals engage in cream skimming. Our results may alleviate concerns surrounding the recent proliferation of FP psychiatric hospitals with regards to cream skimming."
10.3386/w32150,2024-02-19 00:00:00,Trade War and Peace: U.S.-China Trade and Tariff Risk from 2015–2050,"George A. Alessandria, Shafaat Y. Khan, Armen Khederlarian, Kim J. Ruhl, Joseph B. Steinberg","We use the dynamics of U.S. imports across goods in the period around the U.S.-China trade war with a model of exporter dynamics to estimate the dynamic path of the probability of transiting between Normal Trade Relations and a trade war state. We find (i) there was no increase in the likelihood of a trade war before 2018; (ii) the trade war was initially expected to end quickly, but its expected duration grew substantially after 2020; and (iii) the trade war reduced the likelihood that China would face Non-Normal Trade Relations tariffs in the future. Our findings imply that the expected mean future U.S. tariff on China rose more under President Biden than under President Trump. We also show that the trade response to the trade war is similar to the response to the 1980 liberalization that initially granted China access to U.S. markets at NTR terms and was expected to be quickly reversed."
10.3386/w32149,2024-02-19 00:00:00,A Cognitive Foundation for Perceiving Uncertainty,"J. Aislinn Bohren, Josh Hascher, Alex Imas, Michael Ungeheuer, Martin Weber","We propose a framework where perceptions of uncertainty are driven by the interaction between cognitive constraints and the way that people learn about it—whether information is presented sequentially or simultaneously. People can learn about uncertainty by observing the distribution of outcomes all at once (e.g., seeing a stock return distribution) or sampling outcomes from the relevant distribution sequentially (e.g., experiencing a series of stock returns). Limited attention leads to the overweighting of unlikely but salient events—the dominant force when learning from simultaneous information—whereas imperfect recall leads to the underweighting of such events—the dominant force when learning sequentially. A series of studies show that, when learning from simultaneous information, people are overoptimistic about and are attracted to assets that mostly underperform, but sporadically exhibit large outperformance. However, they overwhelmingly select more consistently outperforming assets when learning the same information sequentially, and this is reflected in beliefs. The entire 40-percentage point preference reversal appears to be driven by limited attention and memory; manipulating these factors completely eliminates the effect of the learning environment on choices and beliefs, and can even reverse it."
