Link/DOI,Publication Date,Title,Authors,Abstract
https://doi.org/10.1101/2022.04.14.488421,2024-01-11,validation of the first pgt-whole genome sequencing approach including mitochondrial variants,"['Xia, Y.; Chandramohan, D.; Chertman, W.; Bechor, E.; Maier, R.; Siddiqui, N.; Behr, B.; Schleede, J.']","whole genome sequencing (wgs) is used in healthcare and in the clinic, with the notable exception of preimplantation genetic testing (pgt). in pgt, only a few cells are available for sequencing, requiring dna amplification which reduces data quality, sequence fidelity and sharply limits subsequent clinical impact. here we demonstrate the first clinical validation of wgs on embryo biopsies using our lab development protocol, opening the door to broad use of wgs in fertility. we find that amplified dna with comparable sensitivity and specificity to genomic dna when performing whole genome sequencing assays. dna amplification on cell lines and donated human embryos had an amplification success rate of >99.9% and 98.2% respectively and accuracy on both was >99.9% on aneuploidy status. giab samples (genome in the bottle reference na12878) showed that our amplified dna was broadly comparable to genomic dna (99.99% accuracy, 99.99% specificity, 98.0% sensitivity and 98.1% precision). using our assay, we were able to call variants, detect mitochondrial heteroplasmy, perform high precision screening without access to parental genomes, detect compound heterozygous variants, and score microdups/dels and uniparental disomies (to reduce risk of diseases such as digeorge syndrome and prader-willi syndrome). our clinical study suggests that the full spectrum of traditional clinical genome bioinformatics, so far reserved to large samples, can now be performed on embryos before implantation."
https://doi.org/10.1101/2022.10.24.513586,2024-01-10,redistribution of mutation rates across chromosomal domains in human cancer genomes,"['Salvadores, M.; Supek, F.']","somatic mutations in human cells have a highly heterogeneous genomic distribution, with increased burden in late-replication time (rt), heterochromatic domains of chromosomes. this regional mutation density (rmd) landscape is known to vary between cancer types, in association with tissue-specific rt or chromatin organization. here, we hypothesized that regional mutation rates additionally vary between individual tumors in a manner independent of cell type, and that recurrent alterations in dna replication programs and/or chromatin organization may underlie this. here, we identified various rmd signatures that describe a global genome-wide mutation redistribution across many megabase-sized domains in >4000 tumors. we identified two novel global rmd signatures of somatic mutation landscapes that were universally observed across various cancer types. first, we identified a mutation rate redistribution preferentially affecting facultative heterochromatin, polycomb-marked domains, and enriched in subtelomeric regions. this rmd signature strongly reflects regional plasticity in dna replication time and in heterochromatin domains observed across tumors and cultured cells, which was linked with a stem-like phenotype and a higher expression of cell cycle genes. consistently, occurrence of this global mutation pattern in cancers is associated with altered cell cycle control via loss of activity of the rb1 tumor suppressor gene. second, we identified another independant global rmd signature associated with loss-of-function of the tp53 pathway, mainly affecting the redistribution of mutation rates away from late rt regions. the local mutation supply towards 26%-75% cancer driver genes is altered in the tumors affected by the global rmd signatures detected herein, including additionally a known pattern of a general loss of mutation rate heterogeneity due to dna repair failures that we quantify. our study highlights that somatic mutation rates at the domain scale are variable across tumors in a manner associated with loss of cell cycle control via rb1 or tp53, which may trigger the local remodeling of chromatin state and the rt program in cancers."
https://doi.org/10.1101/2022.08.19.504589,2024-01-02,genetic effects of sequence-conserved enhancer-like elements on human complex traits,"['Zhu, X.; Ma, S.; Wong, W. H.']","non-coding sequences that are evolutionarily conserved and bio-chemically active offer clues to mechanistic interpretations of human genome-wide association studies (gwas). however, their genetic effects have not been systematically examined across a wide range of human tissues and traits. here we develop a simple method to identify functional elements exhibiting high levels of human-mouse sequence conservation and enhancer-like biochemical activity, which scales well to 313 epigenomic datasets across 106 tissues and cell types. combining these elements with 468 gwas of european (eur) and east asian (eas) ancestries, we identify tissue-specific enrichments of heritability and causal variants for many traits, as well as candidate genes that are functionally relevant to body mass index (bmi) and schizophrenia but were not reported in previous gwas. our findings provide a comprehensive assessment of how sequence-conserved enhancer-like elements affect complex traits, and reinforce the importance of integrating evolutionary and biochemical data to elucidate human disease genetics."
https://doi.org/10.1101/2023.11.19.567717,2024-01-18,optimization of synthetic oscillatory biological networks through reinforcement learning,"['Giannantoni, L.; Savino, A.; Di Carlo, S.']","in the expanding realm of computational biology, reinforcement learning (rl) emerges as a novel and promising approach, especially for designing and optimizing complex synthetic biological circuits. this study explores the application of rl in controlling hopf bifurcations within ode-based systems, particularly under the influence of molecular noise. through two case studies, we demonstrate rls capabilities in navigating biological systems inherent non-linearity and high dimensionality. our findings reveal that rl effectively identifies the onset of hopf bifurcations and preserves biological plausibility within the optimized networks. however, challenges were encountered in achieving persistent oscillations and matching traditional algorithms computational speed. despite these limitations, the study highlights rls significant potential as an instrumental tool in computational biology, offering a novel perspective for exploring and optimizing oscillatory dynamics within complex biological systems. our research establishes rl as a promising strategy for manipulating and designing intricate behaviors in biological networks."
https://doi.org/10.1101/2022.11.23.517657,2024-01-04,quantifying the distribution of feature values over data represented in arbitrary dimensional spaces,"['Sebastian, E. R.; Esparza, J.; de la Prida, L. M.']","backgroundidentifying the structured distribution (or lack thereof) of a given feature over a point cloud is a general research question. in the neuroscience field, this problem arises while investigating representations over neural manifolds (e.g., spatial coding), in the analysis of neurophysiological signals (e.g., auditory coding) or in anatomical image segmentation.  new methodwe introduce the structure index (si) as a graph-based topological metric to quantify the distribution of feature values projected over data in arbitrary d-dimensional spaces (neurons, time stamps, pixels). the si is defined from the overlapping distribution of data points sharing similar feature values in a given neighborhood.  resultsusing model data clouds we show how the si provides quantification of the degree of local versus global organization of feature distribution. si can be applied to both scalar and vectorial features permitting quantification of the relative contribution of related variables. when applied to experimental studies of head-direction cells, it is able to retrieve consistent feature structure from both the high- and low-dimensional representations. finally, we provide two general-purpose examples (sound and image categorization), to illustrate the potential application to arbitrary dimensional spaces.  comparison with existing methodsmost methods for quantifying structure depend on cluster analysis, which are suboptimal for continuous features and non-discrete data clouds. si unbiasedly quantifies structure from continuous data in any dimensional space.  conclusionsthe method provides versatile applications in the neuroscience and data science fields  highlightso_lithe structure index is a graph-based topological metric c_lio_liit quantifies the distribution of feature values in arbitrary dimensional spaces c_lio_liit can be applied to both scalar and vectorial features c_lio_liwhen applied to the head-direction neural system, it extracts concordant information from high- and low-dimensional representations c_lio_liit can be extended to sound and image categorization, expanding the range of applications c_li"
https://doi.org/10.1101/2022.02.14.480308,2024-01-04,pilotins are mobile t3ss components involved in assembly and substrate specificity of the bacterial type iii secretion system,"['Wimmi, S.; Fleck, M.; Helbig, C.; Brianceau, C.; Langenfeld, K.; Szymanski, W.; Angelidou, G.; Glatter, T.; Diepold, A.']","in animal pathogens, assembly of the type iii secretion system injectisome requires the presence of so-called pilotins, small lipoproteins that assist the formation of the secretin ring in the outer membrane. using a combination of functional assays, interaction studies, proteomics, and live-cell microscopy, we determined the contribution of the pilotin to the assembly, function, and substrate selectivity of the t3ss and identified potential new downstream roles of pilotin proteins. in absence of its pilotin sctg, yersinia enterocolitica forms few, largely polar injectisome sorting platforms and needles. in line, most export apparatus subcomplexes are mobile in these strains, suggesting the absence of fully assembled injectisomes. remarkably, while absence of the pilotin all but prevents export of early t3ss substrates, such as the needle subunits, it has little effect on secretion of late t3ss substrates, including the virulence effectors. we found that pilotins transiently interact with other injectisome components such as the secretin in the outer membrane, but mostly form transient mobile clusters in the bacterial membrane, which do not colocalize with assembled injectisomes. together, these findings provide a new view on the role of pilotins during and after assembly of type iii secretion injectisomes."
https://doi.org/10.1101/2023.06.13.544807,2024-01-17,natural monobacterial environments modulate viral infection in caenorhabditis elegans,"['Gonzalez, R.; Felix, M.-A.']","the microbes associated with an organism play a pivotal role in modulating their host susceptibility to viral infections. however, the influence of individual microbes on viral infections is not well understood. here, we examined the impact of 67 naturally bacterial associates on caenorhabditis elegans susceptibility to orsay virus. our findings reveal that viral infection of c. elegans is significantly influenced by monobacterial environments. the majority of tested natural bacterial environments reduced c. elegans viral infection while some increased susceptibility compared to an escherichia coli environmental reference. the reduction in viral infection is not caused by degradation of the virions or poor nutrition of c. elegans by the bacteria. the reduction in viral infection does not require known antiviral responses, including rna interference and transcriptional regulation downstream of the rig-i homolog drh-1. however, one bacterium, lelliottia jub276, reduced susceptibility but does not induce resistance to viral infection in drh-1 mutants. our research underscores the importance of considering the natural biotic environment in studies of viral infections and provides insights for future research on host-microbes-virus interactions and viral immunity.  author contributionsconceptualization: rg, maf; formal analysis: rg; investigation: rg; resources: maf; data curation: rg; writing - original draft: rg, maf; writing - review & editing: rg, maf; visualization: rg; supervision: maf; project administration: rg, maf; funding acquisition: rg, maf."
https://doi.org/10.1101/2023.09.27.559743,2024-01-02,proteolytic activation of fatty acid synthase signals pan-stress resolution,"['Wei, H.; Weaver, Y. M.; Yang, C.; Zhang, Y.; Hu, G.; Karner, C. M.; DeBerardinis, R. J.; Weaver, B. P.']","chronic stress and inflammation are not only outcomes of pathological states but rather major drivers of many human diseases 1-4. ideally, a given stress program is downregulated to basal levels upon restoration of homeostasis. chronic responsiveness despite stress mitigation suggests a failure to sense the resolution of the initiating stressor. here we show that a proteolytic cleavage event of fatty acid synthase (fasn) activates a global cue for stress resolution. fasn is well-established as the multifunctional enzyme catalyzing de novo biosynthesis of saturated fatty acid 5, 6. surprisingly, our results demonstrate fasn functioning as a signaling molecule promoting an anti-inflammatory profile apart from fatty acid synthesis. redox-dependent proteolytic cleavage of fasn by caspase activates a truncated c-terminal enzymatic fragment (fasn-ctf) that is sufficient to down-regulate multiple aspects of stress-responsiveness including gene expression and metabolic programs. only a fraction of fasn is cleaved allowing for continued fat synthesis. fasn-ctf can signal stress resolution across tissues in a cell non-autonomous manner. consistent with these findings, fasn processing is also seen in well-fed but not fasted mouse liver. as down-regulation of stress responsiveness is critical to health, our findings provide a potential pathway to control the magnitude for diverse aspects of stress responses."
https://doi.org/10.1101/2022.08.23.504471,2024-01-16,pathogen clearance-based correlates of immunoprotection reveal insightful features of vaccine immunity,"['Tian, X.; Wang, J.; Chen, H.; Ding, M.; Jin, Q.; Zhang, J.-R.']","vaccination has significantly reduced the incidence of invasive infections caused by several bacterial pathogens, including streptococcus pneumoniae, haemophilus influenzae and neisseria meningitidis. however, no vaccines are available for many other invasive pathogens. a major hurdle in vaccine development is the lack of functional markers to quantify vaccine immunity in eliminating pathogens in the process of infection. based on our recent discovery of the liver as the major organ of vaccine-induced clearance of blood-borne virulent bacteria, we here describe a new vaccine evaluation system that quantitatively characterize important properties of effective vaccines in shuffling virulent bacteria from the blood circulation to the liver resident macrophage kupffer cells (kcs) and sinusoidal endothelial cells (lsecs) in animal models. this system consists of three related correlates or assays: pathogen clearance from the bloodstream, pathogen trapping in the liver, and pathogen capture by kcs/lsecs. the readouts of these correlates were consistently associated with the serotype-specific immunoprotection levels of the 13-valent pneumococcal polysaccharide conjugate vaccine (pcv13) against lethal infections of s. pneumoniae, a major invasive pathogen of community-acquired infections in humans. furthermore, the reliability and sensitivity of these correlates in reflecting vaccine efficacy were verified with whole cell vaccines of klebsiella pneumoniae and escherichia coli, two major pathogens in hospital-acquired invasive infections. this system may be used as cost effective readouts to evaluate the immunoprotective potential of vaccine candidates in the preclinical phase by filling the current technical gap in vaccine evaluation between the conventional in vitro approaches (e.g., antibody production and pathogen neutralization/opsonophagocytosis) and survival of immunized animals."
https://doi.org/10.1101/2021.06.17.448838,2024-01-09,characterization of endogenous rubus yellow net virus in raspberries,"[""Ho, T.; Broome, J. C.; Buhler, J. P.; O'Donovan, W.; Tian, T.; Diaz-Lara, A.; Martin, R. R.; Tzanetakis, I. E.""]","rubus yellow net virus (rynv) belongs to genus badnavirus. badnavirids are found in plants as endogenous, inactive sequences, and/or in episomal (infectious and active) forms. to assess the state of rynv infections, we sequenced the genomes of various rubus cultivars and mined eight additional published whole genome sequencing datasets. sequence analysis revealed the presence of a diverse array of endogenous rynv (endorynv) sequences that differ significantly in their structure; some lineages have nearly complete, yet non-functional genomes whereas others have rudimentary, small sequence fragments. we developed assays to genotype the six main endorynv lineages as well as the only known episomal lineage in commercial rubus. this study discloses the widespread presence of endorynvs in commercial raspberries, likely because breeding programs have been using a limited pool of germplasm that harbored endorynvs."
https://doi.org/10.1101/2023.09.01.555839,2024-01-16,permanent neonatal diabetes-causing insulin mutations have dominant effects on proinsulin processing and beta cell identity,"['Zhang, Y.; Sui, L.; Du, Q.; Haataja, L.; Yin, Y.; Viola, R.; Xu, S.; Nielsson, C. U.; Leibel, R. L.; Barbetti, F.; Arvan, P.; Egli, D.']","heterozygous coding sequence mutations of the ins gene are a cause of permanent neonatal diabetes (pndm) that results from beta cell failure. we explored the causes of beta cell failure in two pndm patients with two distinct ins mutations. using b and mutated hescs, we detected accumulation of misfolded proinsulin and impaired proinsulin processing in vitro, and a dominant-negative effect of these mutations on the in vivo performance of patient-derived sc-beta cells after transplantation into nsg mice. these insulin mutations derange endoplasmic reticulum (er) homeostasis, and result in the loss of beta-cell mass and function. in addition to anticipated apoptosis, we found evidence of beta-cell dedifferentiation, characterized by an increase of cells expressing both nkx6.1 and aldh1a3, but negative for insulin and glucagon. these results highlight both known and novel mechanisms contributing to the loss and functional failure of human beta cells with specific insulin gene mutations."
https://doi.org/10.1101/2022.12.06.519256,2024-01-03,transposable elements contribute to the establishment of the glycine shuttle in brassicaceae species,"['Triesch, S.; Denton, A. K.; Buchmann, J. P.; Reichel-Deland, V.; Schlueter, U.; Weber, A. P. M.']","c3-c4 intermediate photosynthesis has evolved at least five times convergently in the brassicaceae, despite this family lacking bona fide c4 species. the establishment of this carbon concentrating mechanism is known to require a complex suite of ultrastructural modifications as well as changes in spatial expression patterns, which are both thought to be underpinned by a reconfiguration of existing gene-regulatory networks. however, to date, the mechanisms which underpin the reconfiguration of these gene networks are largely unknown. in this study, we used a pan-genomic association approach to identify genomic features that could confer differential gene expression toward the c3-c4 intermediate state by analysing eight c3 species and seven c3-c4 species from five independent origins in the brassicaceae. we found a strong correlation between transposable element (te) insertions in cis-regulatory regions and the c3-c4 intermediacy. specifically, our study revealed 113 gene models in which presence of a te within a gene correlates with c3-c4 intermediate photosynthesis. in this set, genes involved in the photorespiratory glycine shuttle are enriched, including the glycine decarboxylase p-protein whose expression domain undergoes a spatial shift during the transition to c3-c4 photosynthesis. when further interrogating this gene, we discovered independent te insertions in its upstream region which we conclude to be responsible for causing the spatial shift in gldp1 gene expression. our findings hint at a pivotal role of tes in the evolution of c3-c4 intermediacy, especially in mediating differential spatial gene expression."
