Link/DOI,Publication Date,Title,Authors,Abstract
10.3386/w32233,2024-03-11 00:00:00,Driving Under the Influence of Allergies: The Effect of Seasonal Pollen on Traffic Fatalities,"Shooshan Danagoulian, Monica Deza","Traffic fatalities are the leading cause of mortality in the United States despite being preventable. While several policies have been introduced to improve traffic safety and their effects have been well documented, the role of transitory health shocks or situational factors at explaining variations in fatal traffic accidents has been understudied. Exploring daily variation in city-specific pollen counts, this study finds novel evidence that traffic fatalities increase on days in which the local pollen count are particularly high. We find that the effects are present in accidents involving private vehicles and occur most frequently on the weekends, suggesting potentially the missed opportunity to avoid these fatalities. We do not find similar effects for fleet vehicles. These findings remain robust to alternative specifications and alternative definitions of high pollen count. Taken together, this study finds evidence that a prevalent and transitory exogenous health-shock, namely pollen allergies, increases traffic fatalities. Given our lack of evidence of avoidance, these effects are not mechanical and are likely driven by cognitive impairments that arise as a result of seasonal allergies."
10.3386/w32222,2024-03-11 00:00:00,Non-Binary Gender Economics,"Katherine B. Coffman, Lucas C. Coffman, Keith Marzilli Ericson","Economics research has largely overlooked non-binary individuals. We aim to jump-start the literature by providing data on several economically-important beliefs and preferences. Among many results, non-binary individuals report more gender-based discrimination and express different career and life aspirations, including less desire for children. Anti-non-binary sentiment is stronger than anti-LGBT sentiment, and strongest among men. Non-binary respondents report lower assertiveness than men and women, and their social preferences are similar to men’s and less prosocial than women’s, with age an important moderator. Elicited beliefs reveal inaccurate stereotypes as people often mistake the direction of group differences or exaggerate their size."
10.3386/w32228,2024-03-11 00:00:00,The Market and Climate Implications of U.S. LNG Exports,"James H. Stock, Matthew Zaragoza-Watkins","From 2015 to 2023, the United States transformed from a net importer of natural gas to the world's largest liquified natural gas (LNG) exporter. We find that this surge in LNG exports has reconnected U.S. gas prices to world market prices, after a hiatus of “shut-in” fracked gas. We estimate that the domestic gas price effect of this recoupling is comparable to a $30/ton carbon tax. For coal prices, which are coupled to gas through competition in the power sector, this effect is comparable to a $20/ton carbon tax. Using the NREL ReEDS model, we estimate that this recoupling reduces U.S. 2030 power sector CO2 emissions by roughly 145 million metric tons. These domestic estimates contribute to estimating the overall climate impact of LNG exports."
10.3386/w32220,2024-03-11 00:00:00,Movies,"Stelios Michalopoulos, Christopher Rauh","Why are certain movies more successful in some markets than others? Are the entertainment products we consume reflective of our core values and beliefs? These questions drive our investigation into the relationship between a society’s oral tradition and the financial success of films. We combine a unique catalog of local tales, myths, and legends around the world with data on international movie screenings and revenues. First, we quantify the similarity between movies’ plots and traditional motifs employing machine learning techniques. Comparing the same movie across different markets, we establish that films that resonate more with local folklore systematically accrue higher revenue and are more likely to be screened. Second, we document analogous patterns within the US. Google Trends data reveal a pronounced interest in markets where ancestral narratives align more closely with a movie’s theme. Third, we delve into the explicit values transmitted by films, concentrating on the depiction of risk and gender roles. Films that promote risk-taking sell more in entrepreneurial societies today, rooted in traditions where characters pursue dangerous tasks successfully. Films portraying women in stereotypical roles continue to find a robust audience in societies with similar gender stereotypes in their folklore and where women today continue being relegated to subordinate positions. These findings underscore the enduring influence of traditional storytelling on entertainment patterns in the 21st century, highlighting a profound connection between movie consumption and deeply ingrained cultural narratives and values."
10.3386/w32221,2024-03-11 00:00:00,Are Supply Networks Efficiently Resilient?,"Agostino Capponi, Chuan Du, Joseph E. Stiglitz","We show that supply networks are inefficiently, and insufficiently, resilient. Upstream firms can expand their production capacity to hedge against supply and demand shocks. But the social benefits of such investments are not internalized due to market power and market incompleteness. Upstream firms under-invest in capacity and resilience, passing-on the costs to down-stream firms, and drive trade excessively towards the spot markets. There is a wedge between the market solution and a constrained optimal benchmark, which persists even without rare and large shocks. Policies designed to incentivize capacity investment, reduce reliance on spot markets, and enhance competition ameliorate the externality."
10.3386/w32175,2024-02-26 00:00:00,From Dominant to Producer Currency Pricing: Dynamics of Chilean Exports,"José De Gregorio, Pablo García, Emiliano E. Luttini, Marco Rojas","We revisit a central question for international macroeconomics: the response of export prices and quantities to movements in the exchange rate (ER). We use granular export data for Chile and study how the effects of ER movements vary over time with the currency of invoicing and the destination of exports. For prices, we find that the short-run effects of bilateral ER movements vanish when controlling for U.S. dollar ER, which supports dominant currency pricing. However, over longer horizons a more significant role is played by bilateral ER movements, in line with the predictions of producer currency pricing. These dynamics do not depend on the invoicing currency. The results we find for quantities support the view that bilateral exchange rate movements contribute to macroeconomic adjustment through export volumes over the medium term."
10.3386/w32177,2024-02-26 00:00:00,Diversity and Discrimination in the Classroom,"Dan Anderberg, Gordon B. Dahl, Cristina Felfe, Helmut Rainer, Thomas Siedler","What makes diversity unifying in some settings but divisive in others?  We examine how the mixing of ethnic groups in German schools affects intergroup cooperation and trust. We leverage the quasi-random assignment of students to classrooms within schools to obtain variation in the type of diversity that prevails in a peer group. We combine this with a large-scale, incentivized lab-in-field-experiment based on the investment game, allowing us to assess the in-group bias of native German students in their interactions with fellow natives (in-group) versus immigrants (out-group). We find in-group bias peaks in culturally polarized classrooms, where the native and immigrant groups are both large, but have different religious or language backgrounds.  In contrast, in classrooms characterized by non-cultural polarization, fractionalization, or a native supermajority, there are significantly lower levels of own-group favoritism. In terms of mechanisms, we find empirical evidence that culturally polarized classrooms foster negative stereotypes about immigrants' trustworthiness and amplify taste-based discrimination, both of which are costly and lead to lower payouts. In contrast, accurate statistical discrimination is ruled out by design in our experiment. These findings suggest that extra efforts are needed to counteract low levels of inclusivity and trust in culturally polarized environments."
10.3386/w32219,2024-03-11 00:00:00,Navigating by Falling Stars: Monetary Policy with Fiscally Driven Natural Rates,"Rodolfo G. Campos, Jesús Fernández-Villaverde, Galo Nuño, Peter Paz","We study a new type of monetary-fiscal interaction in a heterogeneous-agent New Keynesian model with a fiscal block. Due to household heterogeneity, the stock of public debt affects the natural interest rate, forcing the central bank to adapt its monetary policy rule to the fiscal stance to guarantee that inflation remains at its target. There is, however, a minimum level of debt below which the steady-state inflation deviates from its target due to the zero lower bound on nominal rates. We analyze the response to a debt-financed fiscal expansion and quantify the impact of different timings in the adaptation of the monetary policy rule, as well as the performance of alternative monetary policy rules that do not require an assessment of the natural rates. We validate our findings with a series of empirical estimates."
10.3386/w32227,2024-03-11 00:00:00,Losing Medicaid and Crime,"Monica Deza, Thanh Lu, Johanna Catherine Maclean, Alberto Ortega","We study the impact of losing health insurance on criminal activity by leveraging one of the most substantial Medicaid disenrollments in U.S. history, which occurred in Tennessee in 2005 and lead to 190,000 non–elderly and non–disabled adults without dependents unexpectedly losing coverage. Using police agency–level data and a difference–in–differences approach, we find that this mass insurance loss increased total crime rates with particularly strong effects for non–violent crime. We test for several potential mechanisms and find that our results may be explained by economic stability and access to healthcare, in particular mental healthcare."
10.3386/w32226,2024-03-11 00:00:00,Fallow Lengths and the Structure of Property Rights,"Etienne Le Rossignol, Sara Lowes, Eduardo Montero","We study a fundamental institution in many societies: the structure of property rights over land. Across societies, communal land rights have been more common than private land rights. We test the hypothesis that longer fallow requirements – the time needed to leave land uncultivated to restore fertility – led to a higher prevalence of communal property rights. Longer fallow requirements generate higher protection costs and therefore make communal rights more beneficial. We construct an ecological measure of the optimal fallow length for the most suitable staple crop across grid cells based on soil type, temperature, and climate. We find that places where land needs to be fallowed for longer periods are more likely to have communal property rights both historically and presently. We then examine the implications for efforts to title land. We find that World Bank land titling interventions are less effective in places with longer fallow requirements, suggesting a mismatch between development policy and underlying institutions. Finally, we examine implications for income inequality and conflict. We find that longer fallow requirements are associated with less inequality, less conflict, and greater resilience to negative shocks. Our results highlight the origins of property rights structures and how communal property rights interact with development policies."
10.3386/w32173,2024-02-26 00:00:00,Long-Range Forecasts As Climate Adaptation: Experimental Evidence From Developing-Country Agriculture,"Fiona Burlig, Amir Jina, Erin M. Kelley, Gregory V. Lane, Harshil Sahai","Climate change increases weather variability, exacerbating agricultural risk in poor countries. Risk-averse farmers are unable to tailor their planting decisions to the coming season, and underinvest in profitable inputs. Accurate, long-range forecasts enable farmers to optimize for the season ahead. We experimentally evaluate monsoon onset forecasts in India, randomizing 250 villages into control; a forecast group receiving information well in advance of onset; and a benchmark index insurance group. Forecast farmers update their beliefs and their behavior: farmers who receive “bad news” relative to their priors substantially reduce land under cultivation and certain input expenditures, while those receiving “good news” significantly increase input expenditures. The forecast also impacts crop choice, as farmers tailor their investments. These investment changes meaningfully alter ex post outcomes. In contrast, insurance, which provides no information, increases investments but does not change crops. Our results demonstrate that forecasts are a promising tool for climate adaptation"
10.3386/w32174,2024-02-26 00:00:00,Sectoral Debt and Global Dollar Cycles in Developing Economies,"Bada Han, Rashad Ahmed, Joshua Aizenman, Yothin Jinjarak","We explore the role of sectoral debt dynamics in shaping business cycles in a sample of 52 Emerging Market Economies (EMEs) and Frontier Market Economies (FMEs) from 2005 to 2021. Higher household debt levels and growth are associated with significantly slower GDP growth in more developed EMEs but not in less developed EMEs and FMEs. We also examine the relationship between US dollar cycles, sectoral debt levels and growth, and economic activity. Among developed EMEs, higher expected household debt growth magnifies the impact of US dollar fluctuations on economic activity, with significant but less persistent effects on consumption and more persistent effects on investment. Our empirical findings highlight the important role of household debt dynamics in relatively developed EMEs."
10.3386/w32176,2024-02-26 00:00:00,The Secular Decline of Bank Balance Sheet Lending,"Greg Buchak, Gregor Matvos, Tomasz Piskorski, Amit Seru","The traditional model of bank-led financial intermediation, where banks issue demandable deposits to savers and make informationally sensitive loans to borrowers, has seen a dramatic decline since 1970s. Instead, private credit is increasingly intermediated through arms-length transactions, such as securitization. This paper documents these trends, explores their causes, and discusses their implications for the financial system and regulation. We document that the balance sheet share of overall private lending has declined from 60% in 1970 to 35% in 2023, while the deposit share of savings has declined from 22% to 13%. Additionally, the share of loans as a percentage of bank assets has fallen from 70% to 55%. We develop a structural model to explore whether technological improvements in securitization, shifts in saver preferences away from deposits, and changes in implicit subsidies and costs of bank activities can explain these shifts. Declines in securitization cost account for changes in aggregate lending quantities. Savers, rather than borrowers, are the main drivers of bank balance sheet size. Implicit banks’ costs and subsidies explain shifting bank balance sheet composition. Together, these forces explain the fall in the overall share of informationally sensitive bank lending in credit intermediation. We conclude by examining how these shifts impact the financial sector’s sensitivity to macroprudential regulation. While raising capital requirements or liquidity requirements decreases lending in both early (1960s) and recent (2020’s) scenarios, the effect is less pronounced in the later period due to the reduced role of bank balance sheets in credit intermediation. The substitution of bank balance sheet loans with debt securities in response to these policies explains why we observe only a fairly modest decline in aggregate lending despite a large contraction of bank balance sheet lending. Overall, we find that the intermediation sector has undergone significant transformation, with implications for macroprudential policy and financial regulation."
10.3386/w32172,2024-02-26 00:00:00,The Slanted-L Phillips Curve,"Pierpaolo Benigno, Gauti B. Eggertsson","A slanted-L curve is well-suited to represent the non-linearity of the celebrated Phillips curve. We show this using cross-country data of major industrialized economies since 2009, including the inflationary surge of the 2020s. At high unemployment rates, an increase in demand reduces unemployment without creating strong inflationary pressures. Meanwhile, supply shocks have a muted effect. At sufficiently low unemployment, there is a labor shortage, so that the economy is at full capacity. Then, higher demand is inflationary, and supply shocks are amplified. We derive a model of a slanted-L curve."
10.3386/w32171,2024-02-26 00:00:00,Competitive Job Seekers: When Sharing Less Leaves Firms at a Loss,"Gaurav Chiplunkar, Erin M. Kelley, Gregory V. Lane","We study how job-seekers share information about jobs within their social network, and its implications for firms. We randomly increase the amount of competition for a job and find that job-seekers are: (i) less likely to share information about the job with their peers; and (ii) choose to selectively share it with fewer higher ability peers. This lowers the quality of applicants received by firms, subsequent hires made, and performance on the job — suggesting that firms who rely on social networks to disseminate job information may see lower quality applicants than expected for their most competitive positions. While randomly offering higher wages attracts better talent, it is not able to fully overcome these strategic disincentives in information sharing"
10.3386/w32167,2024-02-26 00:00:00,Do Medical Treatments Work for Work? Evidence from Breast Cancer Patients,"N. Meltem Daysal, William N. Evans, Mikkel Hasse Pedersen, Mircea Trandafir","We investigate the effects of radiation therapy on the mortality and economic outcomes of breast cancer patients. We implement a 2SLS strategy within a difference-in-difference framework exploiting variation in treatment stemming from a medical guideline change in Denmark. Using administrative data, we reproduce results from an RCT showing the lifesaving benefits of radiotherapy. We then show therapy also has economic returns: ten years after diagnosis, treatment increases employment by 37% and earnings by 45%. Mortality and economic results are driven by results for more educated women, indicating that equalizing access to treatment may not be sufficient to reduce health inequalities."
10.3386/w32163,2024-02-26 00:00:00,The Cost of Money is Part of the Cost of Living: New Evidence on the Consumer Sentiment Anomaly,"Marijn A. Bolhuis, Judd N. L. Cramer, Karl Oskar Schulz, Lawrence H. Summers","Unemployment is low and inflation is falling, but consumer sentiment remains depressed. This has confounded economists, who historically rely on these two variables to gauge how consumers feel about the economy. We propose that borrowing costs, which have grown at rates they had not reached in decades, do much to explain this gap. The cost of money is not currently included in traditional price indexes, indicating a disconnect between the measures favored by economists and the effective costs borne by consumers. We show that the lows in US consumer sentiment that cannot be explained by unemployment and official inflation are strongly correlated with borrowing costs and consumer credit supply. Concerns over borrowing costs, which have historically tracked the cost of money, are at their highest levels since the Volcker-era. We then develop alternative measures of inflation that include borrowing costs and can account for almost three quarters of the gap in US consumer sentiment in 2023. Global evidence shows that consumer sentiment gaps across countries are also strongly correlated with changes in interest rates. Proposed U.S.-specific factors do not find much supportive evidence abroad."
10.3386/w32166,2024-02-26 00:00:00,On the Effects of Monetary Policy Shocks on Income and Consumption Heterogeneity,"Minsu Chang, Frank Schorfheide","In this paper we use the functional vector autoregression (VAR) framework of Chang, Chen, and Schorfheide (2024) to study the effects of monetary policy shocks (conventional and informational) on the cross-sectional distribution of U.S. earnings (from the Current Population Survey), consumption, and financial income (both from the Consumer Expenditure Survey). We find that a conventional expansionary monetary policy shock reduces earnings inequality, in large part by lifting individuals out of unemployment. There is a weakly positive effect on consumption inequality and no effect on financial income inequality, but credible bands are wide."
10.3386/w32179,2024-03-04 00:00:00,Do For-Profit Hospitals Cream-Skim Patients? Evidence from Inpatient Psychiatric Care in California,"Donghoon Lee, Anirban Basu, Jerome A. Dugan, Pinar Karaca-Mandic","The paper examines whether, among inpatient psychiatric admissions in California, for-profit (FP) hospitals engage in cream skimming, i.e., choosing patients for some characteristic(s) other than their need for care, which enhances the profitability of the provider. We propose a novel approach to identify cream skimming using cost outcomes. Naïve treatment effect estimates of hospital ownership type consist of the impact of differential patient case mix (selection) and hospital cost containment strategies (execution). In contrast, an instrumental variable (IV) approach can control for case mix and establish the causal effects of ownership type due to its execution. We interpret the difference in naïve and IV treatment effects to be driven by FP hospitals’ selection (cream skimming) based on unobserved patient case mix. We find that FP hospitals are more likely to treat high-cost patients than not-for-profit (NFP) hospitals, showing no evidence that FP hospitals engage in cream skimming. Our results may alleviate concerns surrounding the recent proliferation of FP psychiatric hospitals with regards to cream skimming."
10.3386/w32168,2024-02-26 00:00:00,Climate Policy Reform Options in 2025,"John Bistline, Kimberly A. Clausing, Neil Mehrotra, James H. Stock, Catherine Wolfram","With the expiration of many tax cuts and unmet climate targets, 2025 could be a crucial year for climate policy in the United States. Using an integrated model of energy supply and demand, this paper aims to assess climate policies that the U.S. federal government may consider in 2025 and to evaluate emissions reductions, fiscal costs and revenues, and household energy expenditures across a range of policy scenarios. Model results suggest that the emissions reductions of the Inflation Reduction Act are significantly augmented under scenarios that add a modest carbon fee or, to a lesser extent, that implement a clean electricity standard in the power sector. Second, net fiscal costs can be substantially reduced in scenarios that include a carbon fee, especially if fossil fuel exports are taxed. Third, expanding the IRA tax credits yields modest additional emissions reductions with higher fiscal costs. Finally, although none of the policy combinations across these scenarios achieve the U.S. target of a 50-52% economy-wide emissions reduction by 2030 from 2005 levels, the carbon fee and clean electricity standard scenarios achieve these levels between 2030 and 2035."
10.3386/w32170,2024-02-26 00:00:00,Do Information Frictions and Corruption Perceptions Kill Competition? A Field Experiment On Public Procurement in Uganda,"Emanuele Colonnelli, Francesco Loiacono, Edwin Muhumuza, Edoardo Teso","We study whether information frictions and corruption perceptions deter firms from doing business with the government. We conduct two nationwide randomized controlled trials (RCTs) in collaboration with the national public procurement supervisory and anti-corruption agency in Uganda. The first RCT aims to increase firms’ information on available procurement opportunities, which is limited due to the lack of a centralized e- procurement system. We provide firms with direct and timely access to information about government tenders over a two-year period. The second RCT focuses on firms’ perceptions about the integrity of public entities, which we experimentally show are key drivers of firms’ participation in procurement. We provide firms with access to structured information on other firms’ perceptions and on anti-corruption audits. We find that increasing information on available procurement opportunities alone does not increase firm participation in public procurement. However, changing firms’ perceptions about the integrity of public entities increases firms’ total number of bids and total government contracts won. Based on our findings, our partner agency implemented several measures to further restore firms’ trust in public entities. Overall, our findings point to the limits of transparency reforms that aim to increase competition in public procurement without accounting for firms’ perceptions about government corruption and inefficiency."
10.3386/w32165,2024-02-26 00:00:00,Early Childhood Intervention for the Poor: Long Term Outcomes,"Alison Andrew, Orazio Attanasio, Britta Augsburg, Lina Cardona-Sosa, Monimalika Day, Michele Giannola, Sally Grantham-McGregor, Pamela Jervis, Costas Meghir, Marta Rubio-Codina","Early childhood interventions aim to promote skill acquisition and poverty reduction. While their short-term success is well established, research on longer-term effectiveness is scarce, particularly in LDCs. We present results of a randomized scalable intervention in India, that affected developmental outcomes in the short-term, including cognition (0.36 SD p=0.005), receptive language (0.26 SD p=0.03) and expressive language (0.21 SD p=0.03). After 4.5 years, when the children were on average 7.5 years old, IQ was no longer affected, but impacts persisted relative to the control group in numeracy (0.330 SD, p=0.007) and literacy (0.272 SD, p=0.064) driven by the most disadvantaged."
10.3386/w32169,2024-02-26 00:00:00,Demand Shocks as Technology Shocks,"Yan Bai, José-Víctor Ríos-Rull, Kjetil Storesletten","We provide a macroeconomic theory where demand for goods has a productive role. A search friction prevents perfect matching between producers and potential customers. Larger demand induces more search, which in turn increases GDP and measured TFP. We embed the product-market friction in a standard neoclassical model and estimate it using Bayesian techniques. Business cycles are driven by preference shocks, true technology shocks, and investment-specific shocks. Preference shocks have qualitatively similar effects as true productivity shocks. These shocks account for a large share of the fluctuations in consumption, GDP, and measured TFP and can be identified using shopping time data."
10.3386/w32164,2024-02-26 00:00:00,"Heterogeneity, Uncertainty and Learning: Semiparametric Identification and Estimation","Jackson Bunting, Paul Diegert, Arnaud Maurel","We provide semiparametric identification results for a broad class of learning models in which continuous outcomes depend on three types of unobservables: i) known heterogeneity, ii) initially unknown heterogeneity that may be revealed over time, and iii) transitory uncertainty. We consider a common environment where the researcher only has access to a short panel on choices and realized outcomes. We establish identification of the outcome equation parameters and the distribution of the three types of unobservables, under the standard assumption that unknown heterogeneity and uncertainty are normally distributed. We also show that, absent known heterogeneity, the model is identified without making any distributional assumption. We then derive the asymptotic properties of a sieve MLE estimator for the model parameters, and devise a tractable profile likelihood based estimation procedure. Monte Carlo simulation results indicate that our estimator exhibits good finite-sample properties."
